"Field1","Field2","Field3","Field4","Field5","Field6","Field7","Field8","Field9","Field10","Field11","Field12","Field13","Field14","Field15","Field16","Field17","Field18","Field19","Field20","Field21","Field22","Field23","Field24","Field25","Field26","Field27","Field28","Field29","Field30","Field31","Field32","Field33","Field34","Field35","Field36","Field37","Field38","Field39","Field40","Field41","Field42","Field43","Field44","Field45","Field46","Field47","Field48","Field49","Field50","Field51","Field52","Field53","Field54"
"2006","永和區","17526","...","...","1669","...","4441","...","...","...","298","...","95","0","3390","7406","226","1","17418","...","...","1161","...","4225","...","...","...","213","...","272","0","3051","8488","0","8","7349","7349","1542","802","740","6.55","1012","617","395","4.3","2.25","105.68","105.22","0.46","1503","6.39","639","2.71"
"2006","新莊區","20300","...","...","580","...","3226","...","...","...","279","...","82","0","7368","8334","430","1","19106","...","...","474","...","3059","...","...","...","232","...","224","0","6852","8243","0","22","18924","18924","3510","1859","1651","8.98","1306","852","454","3.34","5.64","100.38","97.32","3.06","2630","6.73","1200","3.07"
"2006","新店區","20055","...","...","1826","...","8246","...","...","...","372","...","87","0","4013","5153","354","4","18999","...","...","1224","...","7855","...","...","...","256","...","268","0","4098","5279","0","19","11339","11339","2279","1195","1084","7.9","1441","915","526","5","2.91","108.85","105.19","3.66","2107","7.31","950","3.29"
"2006","樹林區","10054","...","...","295","...","865","...","...","...","106","...","26","0","3212","5324","224","2","9113","...","...","254","...","826","...","...","...","106","...","78","0","3260","4586","0","3","5920","5920","1433","762","671","8.8699999999999992","660","424","236","4.08","4.78","98.84","93.02","5.82","1030","6.37","552","3.42"
"2006","鶯歌區","4544","...","...","93","...","314","...","...","...","51","...","22","0","2514","1445","105","0","4473","...","...","106","...","277","...","...","...","40","...","67","0","2851","1131","0","1","3328","3328","867","448","419","10.23","380","258","122","4.49","5.75","92.92","92.08","0.84","564","6.66","255","3.01"
"2006","三峽區","6737","...","...","117","...","780","...","...","...","78","...","13","0","1962","3640","147","0","4449","...","...","102","...","519","...","...","...","63","...","31","0","1558","2175","0","1","4002","4002","878","457","421","9.75","535","378","157","5.94","3.81","119.22","93.82","25.4","586","6.51","326","3.62"
"2006","淡水區","8916","...","...","515","...","4034","...","...","...","165","...","25","0","1848","2183","144","2","7707","...","...","410","...","3543","...","...","...","126","...","61","0","1520","2037","3","7","5354","5354","1186","627","559","9.19","584","356","228","4.53","4.67","110.63","101.25","9.3699999999999992","941","7.29","407","3.16"
"2006","汐止區","15253","...","...","562","...","8355","...","...","...","217","...","50","0","3756","2082","229","2","13266","...","...","439","...","7291","...","...","...","176","...","86","0","3242","2023","7","2","7002","7002","1524","783","741","8.59","795","497","298","4.4800000000000004","4.1100000000000003","125.39","114.19","11.2","1437","8.1","639","3.6"
"2006","瑞芳區","2473","...","...","41","...","236","...","...","...","11","...","7","0","1540","568","70","0","3007","...","...","45","...","289","...","...","...","24","...","17","0","1955","676","0","1","869","869","358","172","186","8.1199999999999992","390","234","156","8.84","-0.73","75.760000000000005","87.86","-12.11","219","4.96","136","3.08"
"2006","土城區","13357","...","...","420","...","1762","...","...","...","161","...","85","0","3666","6940","323","0","13878","...","...","385","...","1647","...","...","...","179","...","197","0","3800","7665","0","5","9329","9329","1999","1035","964","8.4499999999999993","823","537","286","3.48","4.97","95.85","98.06","-2.2000000000000002","1527","6.45","801","3.38"
"2006","蘆洲區","12671","...","...","243","...","3255","...","...","...","140","...","16","0","2995","5861","161","0","10219","...","...","195","...","2367","...","...","...","148","...","73","0","2545","4884","0","7","9557","9557","1787","932","855","9.5299999999999994","632","424","208","3.37","6.16","118.49","105.42","13.07","1220","6.5","578","3.08"
"2006","五股區","5414","...","...","109","...","902","...","...","...","51","...","17","0","1267","2965","102","1","4961","...","...","119","...","796","...","...","...","66","...","35","0","1148","2795","0","2","1835","1835","708","380","328","9.31","300","202","98","3.95","5.37","95.33","89.37","5.96","508","6.68","255","3.35"
"2006","泰山區","6288","...","...","102","...","813","...","...","...","97","...","7","0","1591","3620","57","1","3965","...","...","73","...","524","...","...","...","50","...","30","0","1245","2042","0","1","2511","2511","774","409","365","10.88","249","164","85","3.5","7.38","123.64","91","32.64","567","7.97","246","3.46"
"2006","林口區","6534","...","...","157","...","1247","...","...","...","127","...","24","0","2820","2107","52","0","3620","...","...","89","...","637","...","...","...","50","...","26","0","1939","879","0","0","2592","2592","660","350","310","10.92","225","142","83","3.72","7.2","150.96","102.76","48.2","441","7.3","194","3.21"
"2006","深坑區","2068","...","...","42","...","972","...","...","...","19","...","7","0","367","624","37","0","1875","...","...","189","...","792","...","...","...","12","...","11","0","358","513","0","0","449","449","212","115","97","9.83","95","50","45","4.4000000000000004","5.42","116.71","107.76","8.9499999999999993","159","7.37","53","2.46"
"2006","石碇區","711","...","...","3","...","202","...","...","...","2","...","0","0","66","421","17","0","630","...","...","3","...","166","...","...","...","1","...","0","0","78","382","0","0","38","38","61","37","24","7.8","64","44","20","8.18","-0.38","95.77","85.41","10.36","48","6.14","26","3.32"
"2006","坪林區","367","...","...","0","...","79","...","...","...","1","...","1","0","46","236","4","0","441","...","...","2","...","119","...","...","...","3","...","1","0","66","250","0","0","30","30","56","28","28","8.3699999999999992","67","46","21","10.01","-1.64","59.32","70.38","-11.06","33","4.93","5","0.75"
"2006","三芝區","1535","...","...","31","...","401","...","...","...","7","...","0","0","251","821","24","0","1559","...","...","32","...","370","...","...","...","22","...","6","0","215","914","0","0","363","363","191","101","90","8.1","158","104","54","6.7","1.4","80.52","81.540000000000006","-1.02","131","5.56","71","3.01"
"2006","石門區","867","...","...","12","...","95","...","...","...","3","...","0","1","124","604","28","0","820","...","...","9","...","131","...","...","...","9","...","1","0","145","525","0","0","84","84","104","60","44","8.92","74","52","22","6.34","2.57","81.53","77.5","4.03","73","6.26","20","1.71"
"2006","八里區","2623","...","...","56","...","940","...","...","...","31","...","3","0","524","1006","63","0","2284","...","...","45","...","845","...","...","...","16","...","13","0","470","895","0","0","831","831","291","158","133","9.0299999999999994","149","91","58","4.62","4.41","107.17","96.65","10.52","225","6.98","105","3.26"
"2006","平溪區","284","...","...","3","...","54","...","...","...","1","...","0","0","52","165","9","0","718","...","...","3","...","136","...","...","...","1","...","2","0","185","391","0","0","37","37","54","35","19","8.8800000000000008","78","51","27","12.82","-3.94","52.76","124.1","-71.33","35","5.75","8","1.31"
"2006","雙溪區","527","...","...","4","...","64","...","...","...","7","...","0","0","132","301","19","0","880","...","...","9","...","101","...","...","...","7","...","0","0","265","498","0","0","60","60","80","43","37","7.86","112","61","51","11","-3.14","57.67","92.35","-34.68","50","4.91","21","2.06"
"2006","貢寮區","871","...","...","10","...","104","...","...","...","11","...","0","0","331","393","22","0","1141","...","...","11","...","173","...","...","...","9","...","1","0","418","528","0","1","195","195","140","89","51","9.91","119","76","43","8.42","1.49","75.44","94.55","-19.11","82","5.8","36","2.5499999999999998"
"2006","金山區","1032","...","...","23","...","190","...","...","...","7","...","0","0","400","388","24","0","888","...","...","22","...","156","...","...","...","4","...","1","0","307","398","0","0","536","536","213","116","97","9.65","138","90","48","6.25","3.4","71.010000000000005","64.489999999999995","6.52","133","6.02","55","2.4900000000000002"
"2006","萬里區","1497","...","...","26","...","184","...","...","...","14","...","3","0","764","485","21","0","1135","...","...","21","...","182","...","...","...","13","...","3","0","572","343","0","1","217","217","218","117","101","10.89","154","101","53","7.69","3.2","85.62","67.540000000000006","18.079999999999998","132","6.59","54","2.7"
"2006","烏來區","489","...","...","8","...","69","...","...","...","9","...","0","0","100","296","7","0","302","...","...","9","...","48","...","...","...","4","...","1","0","64","175","0","1","86","86","58","37","21","11.08","36","26","10","6.88","4.2","109.89","74.150000000000006","35.74","35","6.69","20","3.82"
"2007","新北市","208248","...","...","10793","...","55654","...","...","...","2771","...","766","0","51945","81641","4661","17","192191","...","...","12442","...","42948","...","...","...","2572","...","2022","0","50454","81643","0","110","120556","120556","32444","17010","15434","8.58","17581","11074","6507","4.6500000000000004","3.93","86.93","82.68","4.25","24021","6.35","10716","2.83"
"2007","板橋區","25870","...","...","1227","...","5726","...","...","...","407","...","96","0","6787","11060","561","6","24683","...","...","1669","...","4375","...","...","...","414","...","216","0","6476","11517","0","16","19678","19678","4484","2357","2127","8.2100000000000009","2338","1495","843","4.28","3.93","83.43","81.25","2.17","3429","6.28","1522","2.79"
"2007","三重區","16738","...","...","685","...","5466","...","...","...","220","...","45","0","4346","5535","439","2","17918","...","...","739","...","4899","...","...","...","263","...","122","0","4520","7366","0","9","13508","13508","3025","1564","1461","7.89","1860","1166","694","4.8499999999999996","3.04","78.84","81.92","-3.08","2405","6.27","1003","2.61"
"2007","中和區","22205","...","...","1775","...","5008","...","...","...","321","...","176","0","4512","9782","630","1","24579","...","...","2256","...","4312","...","...","...","304","...","529","0","4715","12450","0","13","10960","10960","3395","1798","1597","8.27","1849","1190","659","4.5","3.77","80.77","86.55","-5.78","2703","6.58","1189","2.9"
"2007","永和區","14800","...","...","1655","...","3790","...","...","...","206","...","63","0","2381","6475","230","0","14634","...","...","1768","...","3417","...","...","...","187","...","205","0","2394","6646","0","17","6137","6137","1618","842","776","6.85","1068","647","421","4.5199999999999996","2.33","88.7","87.99","0.7","1443","6.11","580","2.46"
"2007","新莊區","17843","...","...","638","...","3097","...","...","...","275","...","47","0","5988","7372","426","0","16362","...","...","754","...","2226","...","...","...","240","...","145","0","5907","7087","0","3","16470","16470","3727","1975","1752","9.4499999999999993","1343","833","510","3.41","6.04","87","83.24","3.76","2536","6.43","1103","2.8"
"2007","新店區","17133","...","...","1786","...","7362","...","...","...","242","...","79","0","2985","4299","379","1","16604","...","...","1721","...","6271","...","...","...","254","...","192","0","3258","4893","0","15","9674","9674","2255","1187","1068","7.78","1560","971","589","5.38","2.4","92.44","90.62","1.82","1901","6.56","832","2.87"
"2007","樹林區","9190","...","...","277","...","998","...","...","...","83","...","26","0","2566","5044","196","0","7790","...","...","368","...","664","...","...","...","78","...","62","0","2554","4063","0","1","4916","4916","1550","822","728","9.4700000000000006","703","437","266","4.3","5.18","86.22","77.67","8.56","990","6.05","485","2.96"
"2007","鶯歌區","4143","...","...","104","...","320","...","...","...","34","...","27","0","2087","1466","105","0","3880","...","...","138","...","264","...","...","...","27","...","56","0","2384","1007","0","4","2426","2426","824","435","389","9.66","432","287","145","5.0599999999999996","4.59","76.98","73.900000000000006","3.08","541","6.34","253","2.97"
